,Date,State/UT,Latitude,Longitude,Confirmed,Active,Deaths,Mortality rate,Cured,Recovery rate
545,01-04-2020,Manipur,24.6637,93.9063,1,1,0,0,0,0
546,01-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
547,01-04-2020,Odisha,20.9517,85.0985,4,4,0,0,0,0
548,01-04-2020,Puducherry,11.9416,79.8083,3,2,0,0,1,0.333333333
549,01-04-2020,Punjab,31.1471,75.3412,42,38,3,0.071428571,1,0.023809524
550,01-04-2020,Rajasthan,27.0238,74.2179,93,90,0,0,3,0.032258065
551,01-04-2020,Tamil Nadu,11.1271,78.6569,234,227,1,0.004273504,6,0.025641026
552,01-04-2020,Telengana,18.1124,79.0193,96,92,3,0.03125,1,0.010416667
553,01-04-2020,Uttar Pradesh,26.8467,80.9462,103,87,2,0.019417476,14,0.13592233
554,01-04-2020,Uttarakhand,30.0668,79.0193,7,5,0,0,2,0.285714286
555,02-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,10,0,0,0,0
556,02-04-2020,Andhra Pradesh,15.9129,79.74,86,84,1,0.011627907,1,0.011627907
557,02-04-2020,Assam,26.2006,92.9376,1,1,0,0,0,0
558,02-04-2020,Bihar,25.0961,85.3131,23,22,1,0.043478261,0,0
559,02-04-2020,Chandigarh,30.7333,76.7794,16,16,0,0,0,0
560,02-04-2020,Chhattisgarh,21.2787,81.8661,9,7,0,0,2,0.222222222
561,02-04-2020,Delhi,28.7041,77.1025,152,144,2,0.013157895,6,0.039473684
562,02-04-2020,Goa,15.2993,74.124,5,5,0,0,0,0
563,02-04-2020,Gujarat,22.2587,71.1924,82,71,6,0.073170732,5,0.06097561
564,02-04-2020,Haryana,29.0588,76.0856,43,22,0,0,21,0.488372093
565,02-04-2020,Himachal Pradesh,31.1048,77.1734,3,1,1,0.333333333,1,0.333333333
566,02-04-2020,Jammu and Kashmir,33.7782,76.5762,62,58,2,0.032258065,2,0.032258065
567,02-04-2020,Jharkhand,23.6102,85.2799,1,1,0,0,0,0
568,02-04-2020,Karnataka,15.3173,75.7139,110,98,3,0.027272727,9,0.081818182
569,02-04-2020,Kerala,10.8505,76.2711,265,238,2,0.00754717,25,0.094339623
570,02-04-2020,Ladakh,34.2996,78.2932,13,10,0,0,3,0.230769231
571,02-04-2020,Madhya Pradesh,22.9734,78.6569,99,93,6,0.060606061,0,0
572,02-04-2020,Maharashtra,19.7515,75.7139,335,280,13,0.03880597,42,0.125373134
573,02-04-2020,Manipur,24.6637,93.9063,1,1,0,0,0,0
574,02-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
575,02-04-2020,Odisha,20.9517,85.0985,4,4,0,0,0,0
576,02-04-2020,Puducherry,11.9416,79.8083,3,2,0,0,1,0.333333333
577,02-04-2020,Punjab,31.1471,75.3412,46,41,4,0.086956522,1,0.02173913
578,02-04-2020,Rajasthan,27.0238,74.2179,108,105,0,0,3,0.027777778
579,02-04-2020,Tamil Nadu,11.1271,78.6569,234,227,1,0.004273504,6,0.025641026
580,02-04-2020,Telengana,18.1124,79.0193,96,92,3,0.03125,1,0.010416667
581,02-04-2020,Uttar Pradesh,26.8467,80.9462,113,97,2,0.017699115,14,0.123893805
582,02-04-2020,Uttarakhand,30.0668,79.0193,7,5,0,0,2,0.285714286
583,03-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,10,0,0,0,0
584,03-04-2020,Andhra Pradesh,15.9129,79.74,132,130,1,0.007575758,1,0.007575758
585,03-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
586,03-04-2020,Assam,26.2006,92.9376,16,16,0,0,0,0
587,03-04-2020,Bihar,25.0961,85.3131,24,23,1,0.041666667,0,0
588,03-04-2020,Chandigarh,30.7333,76.7794,18,18,0,0,0,0
589,03-04-2020,Chhattisgarh,21.2787,81.8661,9,7,0,0,2,0.222222222
590,03-04-2020,Delhi,28.7041,77.1025,219,207,4,0.01826484,8,0.03652968
591,03-04-2020,Goa,15.2993,74.124,6,6,0,0,0,0
592,03-04-2020,Gujarat,22.2587,71.1924,87,72,7,0.08045977,8,0.091954023
593,03-04-2020,Haryana,29.0588,76.0856,43,22,0,0,21,0.488372093
594,03-04-2020,Himachal Pradesh,31.1048,77.1734,6,4,1,0.166666667,1,0.166666667
595,03-04-2020,Jammu and Kashmir,33.7782,76.5762,70,65,2,0.028571429,3,0.042857143
596,03-04-2020,Jharkhand,23.6102,85.2799,2,2,0,0,0,0
597,03-04-2020,Karnataka,15.3173,75.7139,124,111,3,0.024193548,10,0.080645161
598,03-04-2020,Kerala,10.8505,76.2711,286,257,2,0.006993007,27,0.094405594
599,03-04-2020,Ladakh,34.2996,78.2932,14,11,0,0,3,0.214285714
600,03-04-2020,Madhya Pradesh,22.9734,78.6569,99,93,6,0.060606061,0,0
601,03-04-2020,Maharashtra,19.7515,75.7139,335,277,16,0.047761194,42,0.125373134
602,03-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0,0
603,03-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
604,03-04-2020,Odisha,20.9517,85.0985,5,5,0,0,0,0
605,03-04-2020,Puducherry,11.9416,79.8083,3,2,0,0,1,0.333333333
606,03-04-2020,Punjab,31.1471,75.3412,46,41,4,0.086956522,1,0.02173913
607,03-04-2020,Rajasthan,27.0238,74.2179,133,130,0,0,3,0.022556391
608,03-04-2020,Tamil Nadu,11.1271,78.6569,309,302,1,0.003236246,6,0.019417476
609,03-04-2020,Telengana,18.1124,79.0193,107,103,3,0.028037383,1,0.009345794
610,03-04-2020,Uttar Pradesh,26.8467,80.9462,113,97,2,0.017699115,14,0.123893805
611,03-04-2020,Uttarakhand,30.0668,79.0193,10,8,0,0,2,0.2
612,03-04-2020,West Bengal,22.9868,87.855,53,47,3,0.056603774,3,0.056603774
613,04-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,10,0,0,0,0
614,04-04-2020,Andhra Pradesh,15.9129,79.74,161,159,1,0.00621118,1,0.00621118
615,04-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
616,04-04-2020,Assam,26.2006,92.9376,24,24,0,0,0,0
617,04-04-2020,Bihar,25.0961,85.3131,29,28,1,0.034482759,0,0
618,04-04-2020,Chandigarh,30.7333,76.7794,18,18,0,0,0,0
619,04-04-2020,Chhattisgarh,21.2787,81.8661,9,6,0,0,3,0.333333333
620,04-04-2020,Delhi,28.7041,77.1025,386,372,6,0.015544041,8,0.020725389
621,04-04-2020,Goa,15.2993,74.124,6,6,0,0,0,0
622,04-04-2020,Gujarat,22.2587,71.1924,95,76,9,0.094736842,10,0.105263158
623,04-04-2020,Haryana,29.0588,76.0856,49,25,0,0,24,0.489795918
624,04-04-2020,Himachal Pradesh,31.1048,77.1734,6,4,1,0.166666667,1,0.166666667
625,04-04-2020,Jammu and Kashmir,33.7782,76.5762,75,70,2,0.026666667,3,0.04
626,04-04-2020,Jharkhand,23.6102,85.2799,2,2,0,0,0,0
627,04-04-2020,Karnataka,15.3173,75.7139,128,113,3,0.0234375,12,0.09375
628,04-04-2020,Kerala,10.8505,76.2711,295,252,2,0.006779661,41,0.138983051
629,04-04-2020,Ladakh,34.2996,78.2932,14,11,0,0,3,0.214285714
630,04-04-2020,Madhya Pradesh,22.9734,78.6569,104,98,6,0.057692308,0,0
631,04-04-2020,Maharashtra,19.7515,75.7139,423,362,19,0.044917258,42,0.09929078
632,04-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0,0
633,04-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
634,04-04-2020,Odisha,20.9517,85.0985,5,5,0,0,0,0
635,04-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
636,04-04-2020,Punjab,31.1471,75.3412,53,47,5,0.094339623,1,0.018867925
637,04-04-2020,Rajasthan,27.0238,74.2179,179,176,0,0,3,0.016759777
638,04-04-2020,Tamil Nadu,11.1271,78.6569,411,404,1,0.00243309,6,0.01459854
639,04-04-2020,Telengana,18.1124,79.0193,158,150,7,0.044303797,1,0.006329114
640,04-04-2020,Uttar Pradesh,26.8467,80.9462,174,153,2,0.011494253,19,0.109195402
641,04-04-2020,Uttarakhand,30.0668,79.0193,16,14,0,0,2,0.125
642,05-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,10,0,0,0,0
643,05-04-2020,Andhra Pradesh,15.9129,79.74,161,159,1,0.00621118,1,0.00621118
644,05-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
645,05-04-2020,Assam,26.2006,92.9376,24,24,0,0,0,0
646,05-04-2020,Bihar,25.0961,85.3131,30,29,1,0.033333333,0,0
647,05-04-2020,Chandigarh,30.7333,76.7794,18,18,0,0,0,0
648,05-04-2020,Chhattisgarh,21.2787,81.8661,9,6,0,0,3,0.333333333
649,05-04-2020,Delhi,28.7041,77.1025,445,424,6,0.013483146,15,0.033707865
650,05-04-2020,Goa,15.2993,74.124,7,7,0,0,0,0
651,05-04-2020,Gujarat,22.2587,71.1924,105,81,10,0.095238095,14,0.133333333
652,05-04-2020,Haryana,29.0588,76.0856,49,25,0,0,24,0.489795918
653,05-04-2020,Himachal Pradesh,31.1048,77.1734,6,4,1,0.166666667,1,0.166666667
654,05-04-2020,Jammu and Kashmir,33.7782,76.5762,92,86,2,0.02173913,4,0.043478261
655,05-04-2020,Jharkhand,23.6102,85.2799,2,2,0,0,0,0
656,05-04-2020,Karnataka,15.3173,75.7139,144,128,4,0.027777778,12,0.083333333
657,05-04-2020,Kerala,10.8505,76.2711,306,255,2,0.006535948,49,0.160130719
658,05-04-2020,Ladakh,34.2996,78.2932,14,4,0,0,10,0.714285714
659,05-04-2020,Madhya Pradesh,22.9734,78.6569,104,98,6,0.057692308,0,0
660,05-04-2020,Maharashtra,19.7515,75.7139,490,424,24,0.048979592,42,0.085714286
661,05-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0,0
662,05-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
663,05-04-2020,Odisha,20.9517,85.0985,20,20,0,0,0,0
664,05-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
665,05-04-2020,Punjab,31.1471,75.3412,57,51,5,0.087719298,1,0.01754386
666,05-04-2020,Rajasthan,27.0238,74.2179,200,179,0,0,21,0.105
667,05-04-2020,Tamil Nadu,11.1271,78.6569,485,476,3,0.006185567,6,0.012371134
668,05-04-2020,Telengana,18.1124,79.0193,269,230,7,0.026022305,32,0.118959108
669,05-04-2020,Uttar Pradesh,26.8467,80.9462,227,206,2,0.008810573,19,0.083700441
670,05-04-2020,Uttarakhand,30.0668,79.0193,22,20,0,0,2,0.090909091
671,05-04-2020,West Bengal,22.9868,87.855,69,56,3,0.043478261,10,0.144927536
672,06-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,10,0,0,0,0
673,06-04-2020,Andhra Pradesh,15.9129,79.74,226,222,3,0.013274336,1,0.004424779
674,06-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
675,06-04-2020,Assam,26.2006,92.9376,26,26,0,0,0,0
676,06-04-2020,Bihar,25.0961,85.3131,30,29,1,0.033333333,0,0
677,06-04-2020,Chandigarh,30.7333,76.7794,18,18,0,0,0,0
678,06-04-2020,Chhattisgarh,21.2787,81.8661,9,6,0,0,3,0.333333333
679,06-04-2020,Delhi,28.7041,77.1025,503,478,7,0.013916501,18,0.035785288
680,06-04-2020,Goa,15.2993,74.124,7,7,0,0,0,0
681,06-04-2020,Gujarat,22.2587,71.1924,122,93,11,0.090163934,18,0.147540984
682,06-04-2020,Haryana,29.0588,76.0856,84,58,1,0.011904762,25,0.297619048
683,06-04-2020,Himachal Pradesh,31.1048,77.1734,13,11,1,0.076923077,1,0.076923077
684,06-04-2020,Jammu and Kashmir,33.7782,76.5762,106,100,2,0.018867925,4,0.037735849
685,06-04-2020,Jharkhand,23.6102,85.2799,3,3,0,0,0,0
686,06-04-2020,Karnataka,15.3173,75.7139,151,135,4,0.026490066,12,0.079470199
687,06-04-2020,Kerala,10.8505,76.2711,314,257,2,0.006369427,55,0.175159236
688,06-04-2020,Ladakh,34.2996,78.2932,14,4,0,0,10,0.714285714
689,06-04-2020,Madhya Pradesh,22.9734,78.6569,165,156,9,0.054545455,0,0
690,06-04-2020,Maharashtra,19.7515,75.7139,690,603,45,0.065217391,42,0.060869565
691,06-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0,0
692,06-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
693,06-04-2020,Odisha,20.9517,85.0985,21,19,0,0,2,0.095238095
694,06-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
695,06-04-2020,Punjab,31.1471,75.3412,68,58,6,0.088235294,4,0.058823529
696,06-04-2020,Rajasthan,27.0238,74.2179,253,232,0,0,21,0.083003953
697,06-04-2020,Tamil Nadu,11.1271,78.6569,571,558,5,0.008756567,8,0.014010508
698,06-04-2020,Telengana,18.1124,79.0193,321,280,7,0.021806854,34,0.105919003
699,06-04-2020,Uttar Pradesh,26.8467,80.9462,227,206,2,0.008810573,19,0.083700441
700,06-04-2020,Uttarakhand,30.0668,79.0193,26,22,0,0,4,0.153846154
701,06-04-2020,West Bengal,22.9868,87.855,80,67,3,0.0375,10,0.125
702,07-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,10,0,0,0,0
703,07-04-2020,Andhra Pradesh,15.9129,79.74,266,262,3,0.011278195,1,0.003759398
704,07-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
705,07-04-2020,Assam,26.2006,92.9376,26,26,0,0,0,0
706,07-04-2020,Bihar,25.0961,85.3131,32,31,1,0.03125,0,0
707,07-04-2020,Chandigarh,30.7333,76.7794,18,18,0,0,0,0
708,07-04-2020,Chhattisgarh,21.2787,81.8661,10,2,0,0,8,0.8
709,07-04-2020,Delhi,28.7041,77.1025,523,497,7,0.013384321,19,0.036328872
710,07-04-2020,Goa,15.2993,74.124,7,7,0,0,0,0
711,07-04-2020,Gujarat,22.2587,71.1924,144,110,12,0.083333333,22,0.152777778
712,07-04-2020,Haryana,29.0588,76.0856,90,64,1,0.011111111,25,0.277777778
713,07-04-2020,Himachal Pradesh,31.1048,77.1734,13,10,1,0.076923077,2,0.153846154
714,07-04-2020,Jammu and Kashmir,33.7782,76.5762,109,103,2,0.018348624,4,0.036697248
715,07-04-2020,Jharkhand,23.6102,85.2799,4,4,0,0,0,0
716,07-04-2020,Karnataka,15.3173,75.7139,151,135,4,0.026490066,12,0.079470199
717,07-04-2020,Kerala,10.8505,76.2711,327,267,2,0.006116208,58,0.177370031
718,07-04-2020,Ladakh,34.2996,78.2932,14,4,0,0,10,0.714285714
719,07-04-2020,Madhya Pradesh,22.9734,78.6569,165,156,9,0.054545455,0,0
720,07-04-2020,Maharashtra,19.7515,75.7139,748,647,45,0.060160428,56,0.07486631
721,07-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0,0
722,07-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
723,07-04-2020,Odisha,20.9517,85.0985,21,19,0,0,2,0.095238095
724,07-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
725,07-04-2020,Punjab,31.1471,75.3412,76,66,6,0.078947368,4,0.052631579
726,07-04-2020,Rajasthan,27.0238,74.2179,288,264,3,0.010416667,21,0.072916667
727,07-04-2020,Tamil Nadu,11.1271,78.6569,621,608,5,0.00805153,8,0.012882448
728,07-04-2020,Telengana,18.1124,79.0193,321,280,7,0.021806854,34,0.105919003
729,07-04-2020,Tripura,23.9408,91.9882,1,1,0,0,0,0
730,07-04-2020,Uttar Pradesh,26.8467,80.9462,305,281,3,0.009836066,21,0.068852459
731,07-04-2020,Uttarakhand,30.0668,79.0193,31,26,0,0,5,0.161290323
732,07-04-2020,West Bengal,22.9868,87.855,91,75,3,0.032967033,13,0.142857143
733,08-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,10,0,0,0,0
734,08-04-2020,Andhra Pradesh,15.9129,79.74,305,300,4,0.013114754,1,0.003278689
735,08-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
736,08-04-2020,Assam,26.2006,92.9376,27,27,0,0,0,0
737,08-04-2020,Bihar,25.0961,85.3131,38,37,1,0.026315789,0,0
738,08-04-2020,Chandigarh,30.7333,76.7794,18,11,0,0,7,0.388888889
739,08-04-2020,Chhattisgarh,21.2787,81.8661,10,1,0,0,9,0.9
740,08-04-2020,Delhi,28.7041,77.1025,576,546,9,0.015625,21,0.036458333
741,08-04-2020,Goa,15.2993,74.124,7,7,0,0,0,0
742,08-04-2020,Gujarat,22.2587,71.1924,165,127,13,0.078787879,25,0.151515152
743,08-04-2020,Haryana,29.0588,76.0856,147,116,3,0.020408163,28,0.19047619
744,08-04-2020,Himachal Pradesh,31.1048,77.1734,18,15,1,0.055555556,2,0.111111111
745,08-04-2020,Jammu and Kashmir,33.7782,76.5762,116,110,2,0.017241379,4,0.034482759
746,08-04-2020,Jharkhand,23.6102,85.2799,4,4,0,0,0,0
747,08-04-2020,Karnataka,15.3173,75.7139,175,146,4,0.022857143,25,0.142857143
748,08-04-2020,Kerala,10.8505,76.2711,336,264,2,0.005952381,70,0.208333333
749,08-04-2020,Ladakh,34.2996,78.2932,14,4,0,0,10,0.714285714
750,08-04-2020,Madhya Pradesh,22.9734,78.6569,229,216,13,0.056768559,0,0
751,08-04-2020,Maharashtra,19.7515,75.7139,1018,875,64,0.062868369,79,0.077603143
752,08-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0,0
753,08-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
754,08-04-2020,Odisha,20.9517,85.0985,42,39,1,0.023809524,2,0.047619048
755,08-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
756,08-04-2020,Punjab,31.1471,75.3412,91,80,7,0.076923077,4,0.043956044
757,08-04-2020,Rajasthan,27.0238,74.2179,328,304,3,0.009146341,21,0.06402439
758,08-04-2020,Tamil Nadu,11.1271,78.6569,690,664,7,0.010144928,19,0.027536232
759,08-04-2020,Telengana,18.1124,79.0193,364,322,7,0.019230769,35,0.096153846
760,08-04-2020,Tripura,23.9408,91.9882,1,1,0,0,0,0
761,08-04-2020,Uttar Pradesh,26.8467,80.9462,326,302,3,0.009202454,21,0.064417178
762,08-04-2020,Uttarakhand,30.0668,79.0193,31,26,0,0,5,0.161290323
763,08-04-2020,West Bengal,22.9868,87.855,99,81,5,0.050505051,13,0.131313131
764,09-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,11,0,0,0,0
765,09-04-2020,Andhra Pradesh,15.9129,79.74,348,338,4,0.011494253,6,0.017241379
766,09-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
767,09-04-2020,Assam,26.2006,92.9376,28,28,0,0,0,0
768,09-04-2020,Bihar,25.0961,85.3131,38,37,1,0.026315789,0,0
769,09-04-2020,Chandigarh,30.7333,76.7794,18,11,0,0,7,0.388888889
770,09-04-2020,Chhattisgarh,21.2787,81.8661,10,1,0,0,9,0.9
771,09-04-2020,Delhi,28.7041,77.1025,669,639,9,0.013452915,21,0.031390135
772,09-04-2020,Goa,15.2993,74.124,7,7,0,0,0,0
773,09-04-2020,Gujarat,22.2587,71.1924,179,138,16,0.089385475,25,0.139664804
774,09-04-2020,Haryana,29.0588,76.0856,147,116,3,0.020408163,28,0.19047619
775,09-04-2020,Himachal Pradesh,31.1048,77.1734,18,15,1,0.055555556,2,0.111111111
776,09-04-2020,Jammu and Kashmir,33.7782,76.5762,158,150,4,0.025316456,4,0.025316456
777,09-04-2020,Jharkhand,23.6102,85.2799,4,4,0,0,0,0
778,09-04-2020,Karnataka,15.3173,75.7139,181,148,5,0.027624309,28,0.154696133
779,09-04-2020,Kerala,10.8505,76.2711,345,260,2,0.005797101,83,0.24057971
780,09-04-2020,Ladakh,34.2996,78.2932,14,4,0,0,10,0.714285714
781,09-04-2020,Madhya Pradesh,22.9734,78.6569,229,216,13,0.056768559,0,0
782,09-04-2020,Maharashtra,19.7515,75.7139,1135,946,72,0.063436123,117,0.1030837
783,09-04-2020,Manipur,24.6637,93.9063,1,0,0,0,1,1
784,09-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
785,09-04-2020,Odisha,20.9517,85.0985,42,39,1,0.023809524,2,0.047619048
786,09-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
787,09-04-2020,Punjab,31.1471,75.3412,101,89,8,0.079207921,4,0.03960396
788,09-04-2020,Rajasthan,27.0238,74.2179,381,357,3,0.007874016,21,0.05511811
789,09-04-2020,Tamil Nadu,11.1271,78.6569,738,709,8,0.010840108,21,0.028455285
790,09-04-2020,Telengana,18.1124,79.0193,427,385,7,0.016393443,35,0.081967213
791,09-04-2020,Tripura,23.9408,91.9882,1,1,0,0,0,0
792,09-04-2020,Uttar Pradesh,26.8467,80.9462,361,330,4,0.011080332,27,0.074792244
793,09-04-2020,Uttarakhand,30.0668,79.0193,33,28,0,0,5,0.151515152
794,09-04-2020,West Bengal,22.9868,87.855,103,82,5,0.048543689,16,0.155339806
795,10-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,11,0,0,0,0
796,10-04-2020,Andhra Pradesh,15.9129,79.74,348,338,4,0.011494253,6,0.017241379
797,10-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
798,10-04-2020,Assam,26.2006,92.9376,29,29,0,0,0,0
799,10-04-2020,Bihar,25.0961,85.3131,39,38,1,0.025641026,0,0
800,10-04-2020,Chandigarh,30.7333,76.7794,18,11,0,0,7,0.388888889
801,10-04-2020,Chhattisgarh,21.2787,81.8661,10,1,0,0,9,0.9
802,10-04-2020,Delhi,28.7041,77.1025,720,683,12,0.016666667,25,0.034722222
803,10-04-2020,Goa,15.2993,74.124,7,7,0,0,0,0
804,10-04-2020,Gujarat,22.2587,71.1924,241,198,17,0.070539419,26,0.107883817
805,10-04-2020,Haryana,29.0588,76.0856,169,137,3,0.017751479,29,0.171597633
806,10-04-2020,Himachal Pradesh,31.1048,77.1734,18,15,1,0.055555556,2,0.111111111
807,10-04-2020,Jammu and Kashmir,33.7782,76.5762,158,150,4,0.025316456,4,0.025316456
808,10-04-2020,Jharkhand,23.6102,85.2799,13,12,1,0.076923077,0,0
809,10-04-2020,Karnataka,15.3173,75.7139,181,148,5,0.027624309,28,0.154696133
810,10-04-2020,Kerala,10.8505,76.2711,357,259,2,0.005602241,96,0.268907563
811,10-04-2020,Ladakh,34.2996,78.2932,15,5,0,0,10,0.666666667
812,10-04-2020,Madhya Pradesh,22.9734,78.6569,259,243,16,0.061776062,0,0
813,10-04-2020,Maharashtra,19.7515,75.7139,1364,1142,97,0.07111437,125,0.091642229
814,10-04-2020,Manipur,24.6637,93.9063,2,1,0,0,1,0.5
815,10-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
816,10-04-2020,Odisha,20.9517,85.0985,44,41,1,0.022727273,2,0.045454545
817,10-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
818,10-04-2020,Punjab,31.1471,75.3412,101,89,8,0.079207921,4,0.03960396
819,10-04-2020,Rajasthan,27.0238,74.2179,463,439,3,0.006479482,21,0.045356371
820,10-04-2020,Tamil Nadu,11.1271,78.6569,834,805,8,0.009592326,21,0.025179856
821,10-04-2020,Telengana,18.1124,79.0193,442,400,7,0.015837104,35,0.07918552
822,10-04-2020,Tripura,23.9408,91.9882,1,1,0,0,0,0
823,10-04-2020,Uttar Pradesh,26.8467,80.9462,410,375,4,0.009756098,31,0.075609756
824,10-04-2020,Uttarakhand,30.0668,79.0193,35,30,0,0,5,0.142857143
825,10-04-2020,West Bengal,22.9868,87.855,116,95,5,0.043103448,16,0.137931034
826,11-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,11,0,0,0,0
827,11-04-2020,Andhra Pradesh,15.9129,79.74,363,350,6,0.016528926,7,0.019283747
828,11-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
829,11-04-2020,Assam,26.2006,92.9376,29,28,1,0.034482759,0,0
830,11-04-2020,Bihar,25.0961,85.3131,60,59,1,0.016666667,0,0
831,11-04-2020,Chandigarh,30.7333,76.7794,18,11,0,0,7,0.388888889
832,11-04-2020,Chhattisgarh,21.2787,81.8661,18,9,0,0,9,0.5
833,11-04-2020,Delhi,28.7041,77.1025,903,865,13,0.014396456,25,0.027685493
834,11-04-2020,Goa,15.2993,74.124,7,6,0,0,1,0.142857143
835,11-04-2020,Gujarat,22.2587,71.1924,308,258,19,0.061688312,31,0.100649351
836,11-04-2020,Haryana,29.0588,76.0856,177,145,3,0.016949153,29,0.163841808
837,11-04-2020,Himachal Pradesh,31.1048,77.1734,28,21,1,0.035714286,6,0.214285714
838,11-04-2020,Jammu and Kashmir,33.7782,76.5762,207,197,4,0.019323671,6,0.028985507
839,11-04-2020,Jharkhand,23.6102,85.2799,14,13,1,0.071428571,0,0
840,11-04-2020,Karnataka,15.3173,75.7139,207,170,6,0.028985507,31,0.149758454
841,11-04-2020,Kerala,10.8505,76.2711,364,239,2,0.005494505,123,0.337912088
842,11-04-2020,Ladakh,34.2996,78.2932,15,5,0,0,10,0.666666667
843,11-04-2020,Madhya Pradesh,22.9734,78.6569,435,402,33,0.075862069,0,0
844,11-04-2020,Maharashtra,19.7515,75.7139,1574,1276,110,0.069885642,188,0.119440915
845,11-04-2020,Manipur,24.6637,93.9063,2,1,0,0,1,0.5
846,11-04-2020,Mizoram,23.1645,92.9376,1,1,0,0,0,0
847,11-04-2020,Odisha,20.9517,85.0985,48,45,1,0.020833333,2,0.041666667
848,11-04-2020,Puducherry,11.9416,79.8083,5,4,0,0,1,0.2
849,11-04-2020,Punjab,31.1471,75.3412,132,116,11,0.083333333,5,0.037878788
850,11-04-2020,Rajasthan,27.0238,74.2179,553,529,3,0.005424955,21,0.037974684
851,11-04-2020,Tamil Nadu,11.1271,78.6569,911,859,8,0.008781559,44,0.048298573
852,11-04-2020,Telengana,18.1124,79.0193,473,423,7,0.014799154,43,0.090909091
853,11-04-2020,Tripura,23.9408,91.9882,1,1,0,0,0,0
854,11-04-2020,Uttar Pradesh,26.8467,80.9462,431,395,4,0.009280742,32,0.07424594
855,11-04-2020,Uttarakhand,30.0668,79.0193,35,30,0,0,5,0.142857143
856,11-04-2020,West Bengal,22.9868,87.855,116,95,5,0.043103448,16,0.137931034
857,12-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,1,0,0,10,0.909090909
858,12-04-2020,Andhra Pradesh,15.9129,79.74,381,364,6,0.015748031,11,0.028871391
859,12-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0,0
860,12-04-2020,Assam,26.2006,92.9376,29,28,1,0.034482759,0,0
861,12-04-2020,Bihar,25.0961,85.3131,63,62,1,0.015873016,0,0
862,12-04-2020,Chandigarh,30.7333,76.7794,19,12,0,0,7,0.368421053
863,12-04-2020,Chhattisgarh,21.2787,81.8661,18,9,0,0,9,0.5
864,12-04-2020,Delhi,28.7041,77.1025,1069,1025,19,0.01777362,25,0.023386342
865,12-04-2020,Goa,15.2993,74.124,7,2,0,0,5,0.714285714
866,12-04-2020,Gujarat,22.2587,71.1924,432,366,22,0.050925926,44,0.101851852
867,12-04-2020,Haryana,29.0588,76.0856,177,145,3,0.016949153,29,0.163841808
868,12-04-2020,Himachal Pradesh,31.1048,77.1734,32,25,1,0.03125,6,0.1875
869,12-04-2020,Jammu and Kashmir,33.7782,76.5762,207,197,4,0.019323671,6,0.028985507
870,12-04-2020,Jharkhand,23.6102,85.2799,17,16,1,0.058823529,0,0
